Direction,TriggerLevel,TriggerTime,GoalLevel,GoalTime,NumTriggers,NumHits,PctCompletion
Downside,-0.5,1100,0.618,1500,88.0,1,1.14
Downside,-0.5,1100,0.786,1300,88.0,1,1.14
Downside,-0.5,1100,0.786,1400,88.0,1,1.14
Downside,-0.5,1100,1.0,1400,88.0,2,2.27
Downside,-0.618,OPEN,-1.0,0900,14.0,44,314.29
Downside,-0.618,OPEN,-1.0,1000,14.0,4,28.57
Downside,-0.618,OPEN,-1.0,1200,14.0,1,7.14
Downside,-0.618,OPEN,-1.0,1300,14.0,1,7.14
Downside,-0.618,OPEN,-0.786,0900,14.0,28,200.0
Downside,-0.618,OPEN,-0.786,1000,14.0,1,7.14
Downside,-0.618,OPEN,-0.786,1200,14.0,1,7.14
Downside,-0.618,OPEN,-0.786,1400,14.0,1,7.14
Downside,-0.618,OPEN,-0.5,0900,14.0,11,78.57
Downside,-0.618,OPEN,-0.5,1000,14.0,11,78.57
Downside,-0.618,OPEN,-0.5,1100,14.0,3,21.43
Downside,-0.618,OPEN,-0.5,1200,14.0,6,42.86
Downside,-0.618,OPEN,-0.5,1300,14.0,1,7.14
Downside,-0.618,OPEN,-0.5,1400,14.0,5,35.71
Downside,-0.618,OPEN,-0.5,1500,14.0,2,14.29
Downside,-0.618,OPEN,-0.382,0900,14.0,6,42.86
Downside,-0.618,OPEN,-0.382,1000,14.0,9,64.29
Downside,-0.618,OPEN,-0.382,1100,14.0,6,42.86
Downside,-0.618,OPEN,-0.382,1200,14.0,1,7.14
Downside,-0.618,OPEN,-0.382,1300,14.0,5,35.71
Downside,-0.618,OPEN,-0.382,1400,14.0,2,14.29
Downside,-0.618,OPEN,-0.382,1500,14.0,3,21.43
Downside,-0.618,OPEN,-0.236,0900,14.0,2,14.29
Downside,-0.618,OPEN,-0.236,1000,14.0,5,35.71
Downside,-0.618,OPEN,-0.236,1100,14.0,4,28.57
Downside,-0.618,OPEN,-0.236,1200,14.0,5,35.71
Downside,-0.618,OPEN,-0.236,1300,14.0,4,28.57
Downside,-0.618,OPEN,-0.236,1400,14.0,3,21.43
Downside,-0.618,OPEN,-0.236,1500,14.0,3,21.43
Downside,-0.618,OPEN,0.0,0900,14.0,2,14.29
Downside,-0.618,OPEN,0.0,1000,14.0,2,14.29
Downside,-0.618,OPEN,0.0,1100,14.0,2,14.29
Downside,-0.618,OPEN,0.0,1200,14.0,3,21.43
Downside,-0.618,OPEN,0.0,1400,14.0,2,14.29
Downside,-0.618,OPEN,0.0,1500,14.0,4,28.57
Downside,-0.618,OPEN,0.236,0900,14.0,2,14.29
Downside,-0.618,OPEN,0.236,1100,14.0,1,7.14
Downside,-0.618,OPEN,0.236,1400,14.0,3,21.43
Downside,-0.618,OPEN,0.236,1500,14.0,4,28.57
Downside,-0.618,OPEN,0.382,0900,14.0,1,7.14
Downside,-0.618,OPEN,0.382,1100,14.0,2,14.29
Downside,-0.618,OPEN,0.382,1400,14.0,2,14.29
Downside,-0.618,OPEN,0.382,1500,14.0,3,21.43
Downside,-0.618,OPEN,0.5,0900,14.0,1,7.14
